FID_1_1,DBA_Edited,Yelp_Name,NOT_FOUND,CLOSED,Temp_CLOSE,TempOrPerm,Years_Open,GasStation,DollarStor,ChainFastF,PRIMARY_LI,Secondary_,ADDRESS,City,State,FullAddres,Lat,Long,lname,GEOID,BUFF_DIST,Count_Closed,Count_Open,Bus_Tot,Prop_Closed,DistDowntown
607,LAKE-AUTO-SALES,Lake Auto Sales,0,0,0,0,NA,0,0,0,SecHandAut,,26 Social St,Providence,RI,"26 Social St, Providence, RI",41.8537599,-71.4217497,Charles,44007002900,0.25,1,7,8,0.125,1.372776938
313,La-Lin-Coin-Laundromat,Lalin Coin Laundry Mat,0,0,0,0,NA,0,0,0,Laundry,,524 Cranston St,Providence,RI,"524 Cranston St, Providence, RI",41.8089554,-71.4337165,West End,44007001400,0.25,0,14,14,0,1.250345092
251,La-Mei-Hot-Pot,LaMei Hot Pot,0,0,0,0,NA,0,0,0,LiquorBvic,,256 Broadway,Providence,RI,"256 Broadway, Providence, RI",41.8204188,-71.4260995,Federal Hill,44007001100,0.25,4,39,43,0.093,0.41333909
489,La-Mexicana--Mini-Mart,La Mexicana  Mini Mart,1,0,0,0,NA,0,0,0,FoodDisp,,403 Plainfield St,Providence,RI,"403 Plainfield St, Providence, RI",41.813779,-71.4515703,Silver Lake,44007001600,0.25,0,13,13,0,2.233609784
546,Lao-Lanexang-Market,Lao Lanexang,0,0,0,0,NA,0,0,0,FoodDisp,,373 Smith St,Providence,RI,"373 Smith St, Providence, RI",41.8347667,-71.4238511,Smith Hill,44007002600,0.25,0,21,21,0,0.490433875
229,La-Placita-Inc.,La Placita Market,0,0,0,0,NA,0,0,0,FoodDisp,,165 Almy St,Providence,RI,"165 Almy St, Providence, RI",41.8214677,-71.4338873,Federal Hill,44007001000,0.25,0,15,15,0,0.946290432
429,La-Poblanita-Market,La Poblanita,0,0,0,0,NA,0,0,0,FoodDisp,,273 Academy Ave,Providence,RI,"273 Academy Ave, Providence, RI",41.8323193,-71.4443801,Valley,44007002200,0.25,1,23,24,0.042,1.797707846
490,La-Popular-Market,La Popular Market,1,0,0,0,NA,0,0,0,FoodDisp,,58 Sterling Ave,Providence,RI,"58 Sterling Ave, Providence, RI",41.811462,-71.44579,Silver Lake,44007001600,0.25,0,10,10,0,1.899619665
926,La-Roca-Restaurant,La Roca Restaurant,0,0,0,0,NA,0,0,0,LiquorBlim,,1150 Elmwood Ave,Providence,RI,"1150 Elmwood Ave, Providence, RI",41.7805222,-71.4197552,South Elmwood,44007000102,0.25,0,2,2,0,2.380458706
677,L-Artisan-Cafe-&-Bakery,L'Artisan Cafe & Bakery,0,0,0,0,NA,0,0,0,LiquorBlim,,9 Wayland Sq,Providence,RI,"9 Wayland Sq, Providence, RI",41.8301137,-71.3874843,Wayland,44007003500,0.25,0,13,13,0,1.344886693
464,Lasalle-Bakery,LaSalle Bakery,0,0,0,0,NA,0,0,0,FoodDisp,,993 Smith St,Providence,RI,"993 Smith St, Providence, RI",41.8424163,-71.4444185,Elmhurst,44007002400,0.25,0,8,8,0,2.006772742
582,LA-SALLE-BAKERY,LaSalle Bakery,0,0,0,0,NA,0,0,0,FoodDisp,,685 Admiral St,Providence,RI,"685 Admiral St, Providence, RI",41.8494984,-71.4392592,Wanskuck,44007002800,0.25,0,4,4,0,1.888441148
465,LaSalle-Mobil,Lasalle Mobile,0,0,0,0,NA,0,0,0,FoodDisp,,1055 Smith St,Providence,RI,"1055 Smith St, Providence, RI",41.8435607,-71.4467442,Elmhurst,44007002400,0.25,0,6,6,0,2.185744225
388,Las-Delicias-Retaurant-Bakery,Las Delicias,0,0,0,0,NA,0,0,0,FoodDisp,,968 Atwells Ave,Providence,RI,"968 Atwells Ave, Providence, RI",41.825015,-71.4496838,Olneyville,44007001900,0.25,0,20,20,0,2.050616467
564,LAUNDROMAX,Laundromax,0,0,0,0,NA,0,0,0,Laundry,,395 Admiral St,Providence,RI,"395 Admiral St, Providence, RI",41.8468041,-71.4289623,Wanskuck,44007002700,0.25,0,15,15,0,1.211100251
314,Laundry-World,Laundry World,0,0,0,0,NA,0,0,0,Laundry,,722 Cranston St,Providence,RI,"722 Cranston St, Providence, RI",41.8048146,-71.4378384,West End,44007001400,0.25,0,12,12,0,1.651818904
673,Laurelmead,Laurelmead Cooperative,0,0,0,0,NA,0,0,0,LiquorD,,355 Blackstone Blvd,Providence,RI,"355 Blackstone Blvd, Providence, RI",41.8462715,-71.3806746,Blackstone,44007003400,0.25,0,0,0,#DIV/0!,2.270843641
877,La-Vega-Wireless,La Vega Wireless,1,0,0,0,NA,0,0,0,SundaySale,,482 Elmwood Ave,Providence,RI,"482 Elmwood Ave, Providence, RI",41.799169,-71.426236,Elmwood,44007000300,0.25,0,12,12,0,1.430658606
389,Lemus-Auto-Sales-&-Service,Lemus Auto Sales & Service,0,0,0,0,NA,0,0,0,SecHandAut,,190 Valley St,Providence,RI,"190 Valley St, Providence, RI",41.8222234,-71.4412304,Olneyville,44007001900,0.25,0,19,19,0,1.45546489
491,LEONARD-S-AUTO-REPAIR,Leonard's Performance,0,0,0,0,NA,0,0,0,MoVehRep,,108 Magnolia St,Providence,RI,"108 Magnolia St, Providence, RI",41.8135691,-71.4449409,Silver Lake,44007001600,0.25,0,17,17,0,1.795581024
23,LIBERTY-MARKET,Liberty Market,0,0,0,0,NA,0,0,0,FoodDisp,,321 Harborside Blvd,Providence,RI,"321 Harborside Blvd, Providence, RI",41.7861471,-71.3917196,Washington Park,44007013500,0.25,0,0,0,#DIV/0!,1.914885618
315,Life-Style,Life Style Clothing,0,0,0,0,NA,0,0,0,FoodDisp,,704 Cranston St,Providence,RI,"704 Cranston St, Providence, RI",41.8051777,-71.4374913,West End,44007001400,0.25,0,13,13,0,1.617328154
734,Like-No-Udder,Like No Udder,0,0,0,0,NA,0,0,0,FrozeDes,,170 Ives St,Providence,RI,"170 Ives St, Providence, RI",41.822905,-71.392371,Fox Point,44007003700,0.25,2,19,21,0.095,0.852991207
678,LIM-S,Lim's Fine Thai and Sushi Restaurant,0,0,0,0,NA,0,0,0,LiquorBvic,,18 South Angell St,Providence,RI,"18 South Angell St, Providence, RI",41.8300191,-71.3872833,Wayland,44007003500,0.25,0,13,13,0,1.35420247
100,Little-Tokyo,Little Tokyo Teppanyaki Dumpling & Noodle - CLOSED,0,1,0,1,2,0,0,0,FoodDisp,,1 Providence Place Mal,Providence,RI,"1 Providence Place Mal, Providence, RI",41.8291881,-71.4168073,Downtown,44007000800,0.25,0,34,34,0,0
101,LMR,Lmr Company,0,0,0,0,NA,0,0,0,Parking,,136 Dorrance St,Providence,RI,"136 Dorrance St, Providence, RI",41.8223647,-71.409424,Downtown,44007000800,0.25,3,83,86,0.035,0
230,Loie-Fullers,Loie Fullers - CLOSED,0,1,0,1,13,0,0,0,LiquorBvic,,1455 Westminster St,Providence,RI,"1455 Westminster St, Providence, RI",41.8164866,-71.4336238,Federal Hill,44007001000,0.25,0,15,15,0,0.989095521
477,Lonely-Street,Lonely Street,0,0,0,0,NA,0,0,0,LiquorBvic,,11 Olneyville Sq,Providence,RI,"11 Olneyville Sq, Providence, RI",41.816588,-71.4433264,Olneyville,44007001600,0.25,1,26,27,0.037,1.634193723
492,Long-River-Chinese-Restaurant,Long River Restaurant,0,0,0,0,NA,0,0,0,FoodDisp,,433 Plainfield St,Providence,RI,"433 Plainfield St, Providence, RI",41.813631,-71.4530108,Silver Lake,44007001600,0.25,0,11,11,0,2.332919162
451,Los-Andes-Restaurant,Los Andes Restaurant,0,0,0,0,NA,0,0,0,LiquorBvic,,903 Chalkstone Ave,Providence,RI,"903 Chalkstone Ave, Providence, RI",41.8332122,-71.4373297,Elmhurst,44007002300,0.25,0,13,13,0,1.366214313
878,LOS-COMPADRES-MARKET,Los Compadres Market,1,0,0,0,NA,0,0,0,FoodDisp,,93 Laura St,Providence,RI,"93 Laura St, Providence, RI",41.801374,-71.422137,Elmwood,44007000300,0.25,0,13,13,0,1.163628682
431,Los-Primos-Liquors,Los Primos Liquors,1,0,0,0,NA,0,0,0,LiquorA,,219 Academy Ave,Providence,RI,"219 Academy Ave, Providence, RI",41.830878,-71.443421,Valley,44007002200,0.25,1,26,27,0.037,1.704514815
430,Los-Primos-Meat-Market,Los Primo Meatmarket,0,0,0,0,NA,0,0,0,FoodDisp,,221 Academy Ave,Providence,RI,"221 Academy Ave, Providence, RI",41.8309657,-71.4434567,Valley,44007002200,0.25,1,26,27,0.037,1.708586056
336,los-santanitas-market,los santanitas market,1,0,0,0,NA,0,0,0,FoodDisp,,105 Reservoir Ave,Providence,RI,"105 Reservoir Ave, Providence, RI",41.793431,-71.4273353,Reservoir,44007001500,0.25,0,10,10,0,1.814910283
774,LOUIE-S,Louie's Restaurant,0,0,0,0,NA,0,0,0,LiquorBlim,,286 Brook St,Providence,RI,"286 Brook St, Providence, RI",41.8246475,-71.3991137,College Hill,44007003601,0.25,0,13,13,0,0.458321232
914,Lovera-Vip,Lovera Vip,1,0,0,0,NA,0,0,0,Entertain,,1266 Broad St,Providence,RI,"1266 Broad St, Providence, RI",41.7921249,-71.4063268,Washington Park,44007000102,0.25,0,16,16,0,1.382131597
565,Lucio-s-Auto-Sales-&-Service,Lucio's Auto Sales and Service,0,0,0,0,NA,0,0,0,MoVehRep,,337 Admiral St,Providence,RI,"337 Admiral St, Providence, RI",41.8459166,-71.4271302,Wanskuck,44007002700,0.25,0,14,14,0,1.078035803
654,Lucky-Kitchen,Lucky Kitchen,0,0,0,0,NA,0,0,0,FoodDisp,,752 Hope St,Providence,RI,"752 Hope St, Providence, RI",41.847393,-71.3960058,Hope,44007003300,0.25,0,17,17,0,1.37342823
839,Lucky-Mini-Mart,Lucky 7 Mini-Mart,0,0,0,0,NA,0,0,0,FoodDisp,,322 Broad St,Providence,RI,"322 Broad St, Providence, RI",41.8142201,-71.4210407,Upper South Providence,44007000700,0.25,0,15,15,0,0.371017648
102,LUXE-BURGER-BAR,Luxe Burger Bar - CLOSED,0,1,0,1,15,0,0,0,LiquorED,,5 Memorial Blvd,Providence,RI,"5 Memorial Blvd, Providence, RI",41.8258706,-71.414555,Downtown,44007000800,0.25,6,76,82,0.073,0
789,M-&-K-Laundromat,M & K Laundromat,1,0,0,0,NA,0,0,0,Laundry,,280 Pocasset Ave,Providence,RI,"280 Pocasset Ave, Providence, RI",41.8075892,-71.4560118,Silver Lake,44007001700,0.25,0,11,11,0,2.656011243
735,M&-S-Motor-s-Inc,M&S Motors,0,0,0,0,NA,0,0,0,MoVehRep,,103 Gano St,Providence,RI,"103 Gano St, Providence, RI",41.8219902,-71.3895116,Fox Point,44007003700,0.25,2,15,17,0.118,1.037877792
694,MADEIRA-LIQUORS,Madeira Liquors,0,0,0,0,NA,0,0,0,LiquorA,,174 Ives St,Providence,RI,"174 Ives St, Providence, RI",41.8231166,-71.392318,Fox Point,44007003500,0.25,2,19,21,0.095,0.859828451
281,Ma-Hawa-African-Market,Ma Hawa African Market,1,0,0,0,NA,0,0,0,FoodDisp,,306 Cranston St,Providence,RI,"306 Cranston St, Providence, RI",41.8127759,-71.4289942,West End,44007001200,0.25,0,11,11,0,0.830271255
736,MALACHI-S,Malachi's,0,0,0,0,NA,0,0,0,FoodDisp,,134 Ives St,Providence,RI,"134 Ives St, Providence, RI",41.8218952,-71.3921374,Fox Point,44007003700,0.25,2,23,25,0.08,0.856755947
547,MANDARIN-GARDEN,Mandarin Garden,0,0,0,0,NA,0,0,0,FoodDisp,,555 Chalkstone Ave,Providence,RI,"555 Chalkstone Ave, Providence, RI",41.8354598,-71.4256135,Smith Hill,44007002600,0.25,0,21,21,0,0.621085034
566,MANNY-S-AUTO-REPAIR,Manny's Auto Repairs,0,0,0,0,NA,0,0,0,MoVehRep,,494 Douglas Ave,Providence,RI,"494 Douglas Ave, Providence, RI",41.8433466,-71.4279187,Wanskuck,44007002700,0.25,0,17,17,0,1.000699687
390,Manton-Food-Market,Manton Food Market,1,0,0,0,NA,0,0,0,FoodDisp,,315 Manton Ave,Providence,RI,"315 Manton Ave, Providence, RI",41.8230972,-71.4504473,Olneyville,44007001900,0.25,0,21,21,0,2.095416742
391,MANTON-LIQUORS,Manton Liquors,0,0,0,0,NA,0,0,0,LiquorA,,309 Manton Ave,Providence,RI,"309 Manton Ave, Providence, RI",41.8229887,-71.4502287,Olneyville,44007001900,0.25,0,21,21,0,2.079909888
252,Manyongai-New-&-Used-Furniture,Manyongai New & Used Furniture,1,0,0,0,NA,0,0,0,SecHandStore,,117 Broadway,Providence,RI,"117 Broadway, Providence, RI",41.8219347,-71.4212859,Federal Hill,44007001100,0.25,2,24,26,0.077,0.077049828
679,MARE-RESTAURANT,Mare Rooftop,0,0,0,0,NA,0,0,0,LiquorBvic,,229 Waterman St,Providence,RI,"229 Waterman St, Providence, RI",41.8283026,-71.3880577,Wayland,44007003500,0.25,0,15,15,0,1.25481598
790,Maria-Frutas-&-Vegetales,Maria Frutas & Vegetales,1,0,0,0,NA,0,0,0,FoodDisp,,248 Pocasset Ave,Providence,RI,"248 Pocasset Ave, Providence, RI",41.8081836,-71.4556546,Silver Lake,44007001700,0.25,0,12,12,0,2.618288871
231,Maria's Cucia,Maria's Cucia,0,0,0,0,0.5,0,0,0,LiquorBvic,,477 Broadway,Providence,RI,"477 Broadway, Providence, RI",41.8189783,-71.4340426,Federal Hill,44007001000,0.25,1,16,17,0.059,0.971957129
493,MARIA-S-MARKET,Maria Fish Market,0,0,0,0,NA,0,0,0,FoodDisp,,49 Bancroft St,Providence,RI,"49 Bancroft St, Providence, RI",41.812033,-71.447112,Silver Lake,44007001600,0.25,0,12,12,0,1.971753614
898,MARIO-S-AUTO-REPAIR,Mario's Auto Repair,0,0,0,0,NA,0,0,0,MoVehRep,,626 Broad St,Providence,RI,"626 Broad St, Providence, RI",41.8069098,-71.4197784,Upper South Providence,44007000400,0.25,0,6,6,0,0.747522718
584,Mario-s-Bakery,Mario's Bakery,0,0,0,0,NA,0,0,0,FoodDisp,,684 Douglas Ave,Providence,RI,"684 Douglas Ave, Providence, RI",41.8482745,-71.4320447,Wanskuck,44007002800,0.25,0,11,11,0,1.437300967
392,Markos-Auto-Sales,Markos Auto Body Sales & Service,0,0,0,0,NA,0,0,0,SecHandAut,,135 Manton Ave,Providence,RI,"135 Manton Ave, Providence, RI",41.8192209,-71.4459612,Olneyville,44007001900,0.25,1,25,26,0.038,1.788347359
103,MARQUEE-CAFE,Marquee cafe,0,0,0,0,NA,0,0,0,FoodDisp,,220 Weybosset St,Providence,RI,"220 Weybosset St, Providence, RI",41.8210672,-71.4119609,Downtown,44007000800,0.25,5,98,103,0.049,0
626,Marriott-Providence,Providence Marriott Downtown,0,0,0,0,NA,0,0,0,LiquorBtav,,1 Orms St,Providence,RI,"1 Orms St, Providence, RI",41.8358913,-71.4137098,Mount Hope,44007003100,0.25,0,6,6,0,0.072735115
494,Matarese-Auto-Repair,Matarese's Auto Repair,0,0,0,0,NA,0,0,0,MoVehRep,,59 Pocasset Ave,Providence,RI,"59 Pocasset Ave, Providence, RI",41.8122952,-71.4499203,Silver Lake,44007001600,0.25,0,14,14,0,2.150765347
495,Mateo-Market,Mateo Market,1,0,0,0,NA,0,0,0,FoodDisp,,3 Priscilla Ave,Providence,RI,"3 Priscilla Ave, Providence, RI",41.8109475,-71.4476074,Silver Lake,44007001600,0.25,0,13,13,0,2.029766108
791,Maya-Azteca-Restaurant,Maya Azteca Restaurant,0,0,0,0,NA,0,0,0,Entertain,,264 Pocasset Ave,Providence,RI,"264 Pocasset Ave, Providence, RI",41.8079815,-71.4557938,Silver Lake,44007001700,0.25,0,12,12,0,2.632226114
393,Maya-Bakery,Maya Bakery,0,0,0,0,NA,0,0,0,FoodDisp,,113 Valley St,Providence,RI,"113 Valley St, Providence, RI",41.820009,-71.4402357,Olneyville,44007001900,0.25,1,14,15,0.067,1.389081774
585,McCormack-s-Pub,Mccormacks Pub,0,0,0,0,NA,0,0,0,LiquorBvic,,312 Veazie St,Providence,RI,"312 Veazie St, Providence, RI",41.8535787,-71.4352124,Wanskuck,44007002800,0.25,0,1,1,0,1.848194869
51,McKinley-s-Congress-Tavern,Congress Tavern,0,0,0,0,NA,0,0,0,LiquorBvic,,62 Orange St,Providence,RI,"62 Orange St, Providence, RI",41.8231796,-71.4100647,Downtown,44007000800,0.25,6,89,95,0.063,0
466,McPhail-s,McPhail's,0,0,0,0,NA,0,0,0,LiquorD,,1 Cunningham Sq,Providence,RI,"1 Cunningham Sq, Providence, RI",41.8441035,-71.4379605,Elmhurst,44007002400,0.25,0,0,0,#DIV/0!,1.631751654
963,Megaplex,The Mega-Plex,0,0,0,0,NA,0,0,0,SundaySale,,257 Allens Ave,Providence,RI,"257 Allens Ave, Providence, RI",41.8066217,-71.4035507,Lower South Providence,44007000600,0.25,1,6,7,0.143,0.379887946
840,Mekong-Market,Mekong Market,0,0,0,0,NA,0,0,0,FoodDisp,,314 Broad St,Providence,RI,"314 Broad St, Providence, RI",41.8144581,-71.4209799,Upper South Providence,44007000700,0.25,0,18,18,0,0.355580181
927,Mel-s-Motors-Used-Car-Sales,Mel's Motors Used Car Sales,1,0,0,0,NA,0,0,0,SecHandAut,,1210 Elmwood Ave,Providence,RI,"1210 Elmwood Ave, Providence, RI",41.7785429,-71.4205103,South Elmwood,44007000102,0.25,0,1,1,0,2.526989617
316,Merengue-Restaurant,Merengue Restaurant,0,0,0,0,NA,0,0,0,FoodDisp,,468 Cranston St,Providence,RI,"468 Cranston St, Providence, RI",41.8102106,-71.4326744,West End,44007001400,0.25,0,14,14,0,1.140617023
104,Mergis-Group,Mergis Group,0,0,0,0,NA,0,0,0,EmplAgen,,40 Westminster St,Providence,RI,"40 Westminster St, Providence, RI",41.8249048,-71.4092955,Downtown,44007000800,0.25,4,70,74,0.054,0
292,Messer-Market,Messer Market,0,0,0,0,NA,0,0,0,FoodDisp,,75 Messer St,Providence,RI,"75 Messer St, Providence, RI",41.8137079,-71.4365458,West End,44007001300,0.25,1,6,7,0.143,1.250215333
354,Messina-Motors,Messina Motors,0,0,0,0,NA,0,0,0,SecHandAut,,585 Hartford Ave,Providence,RI,"585 Hartford Ave, Providence, RI",41.819448,-71.463302,Hartford,44007001800,0.25,0,13,13,0,2.984937299
632,METAL-SERVICES,Metal Services,0,0,0,0,NA,0,0,0,JunkShop,,199 Branch Ave,Providence,RI,"199 Branch Ave, Providence, RI",41.8482609,-71.4120786,Mount Hope,44007003300,0.25,0,2,2,0,0.920887438
737,Metro-Nails,Metro Nails,0,0,0,0,NA,0,0,0,SundaySale,,395 Wickenden St,Providence,RI,"395 Wickenden St, Providence, RI",41.8197338,-71.3951371,Fox Point,44007003700,0.25,3,24,27,0.111,0.623348443
105,metropark-outlet,Metropark,0,0,0,0,NA,0,0,0,Parking,,100 Pine St,Providence,RI,"100 Pine St, Providence, RI",41.821803,-71.410464,Downtown,44007000800,0.25,4,96,100,0.04,0
402,Mexico-Restaurant-Garibaldi,Restaurant Mexico Garibaldi,0,0,0,0,NA,0,0,0,LiquorBvic,,948 Atwells Ave,Providence,RI,"948 Atwells Ave, Providence, RI",41.8249299,-71.4489798,Olneyville,44007001900,0.25,0,19,19,0,2.001581524
432,Mexico-Tire-Service-and-Mechanic,Mexico Tire Service and Mechanic,1,0,0,0,NA,0,0,0,SecHandAut,,416 Valley St,Providence,RI,"416 Valley St, Providence, RI",41.827897,-71.435871,Valley,44007002200,0.25,0,16,16,0,1.146473306
13,Mi-Guatemala-Restaurant,Mi Guatemala Restaurant,0,0,0,0,NA,0,0,0,LiquorBvic,,1049 Atwells Ave,Providence,RI,"1049 Atwells Ave, Providence, RI",41.8254728,-71.4526078,Mount Pleasant,44007002102,0.25,0,23,23,0,2.254924709
355,MI-HACIENDA-RESTAURANT,Mi Hacienda,0,0,0,0,NA,0,0,0,FoodDisp,,603 Plainfield St,Providence,RI,"603 Plainfield St, Providence, RI",41.8129963,-71.4591203,Hartford,44007001800,0.25,0,10,10,0,2.754939103
703,Mike-s-Calzones-&-Deli,Mike's Calzones & Deli,0,0,0,0,NA,0,0,0,FoodDisp,,288 Thayer St,Providence,RI,"288 Thayer St, Providence, RI",41.8297886,-71.4010736,College Hill,44007003602,0.25,1,26,27,0.037,0.545428464
452,Milano-s-Pizza-&-Elmhurst-Market,Milano's Pizza,0,0,0,0,NA,0,0,0,FoodDisp,,659 Smith St,Providence,RI,"659 Smith St, Providence, RI",41.8375827,-71.4329726,Elmhurst,44007002300,0.25,0,4,4,0,1.147018797
738,MILK-MONEY,Milk Money - CLOSED,0,1,0,1,3,0,0,0,LiquorBvic,,566 South Main St,Providence,RI,"566 South Main St, Providence, RI",41.817637,-71.4005251,Fox Point,44007003700,0.25,1,15,16,0.063,0.228512111
680,Minerva-s-Pizza,Minerva Pizza House,0,0,0,0,NA,0,0,0,LiquorBlim,,20 South Angell St,Providence,RI,"20 South Angell St, Providence, RI",41.8300308,-71.3870994,Wayland,44007003500,0.25,0,13,13,0,1.365897445
862,Ming-River-Restaurant,Ming River,0,0,0,0,NA,0,0,0,FoodDisp,,680 Elmwood Ave,Providence,RI,"680 Elmwood Ave, Providence, RI",41.7938079,-71.4235123,Elmwood,44007000200,0.25,0,10,10,0,1.677837837
394,Mi-Porcion-Restaurant,Mi Porcion Restaurant,0,0,0,0,NA,0,0,0,FoodDisp,,319 Manton Ave,Providence,RI,"319 Manton Ave, Providence, RI",41.8231247,-71.4504601,Olneyville,44007001900,0.25,0,21,21,0,2.096406742
861,Mi-Quisqueya-Super-Market,Mi Quisqueya Supermarket,0,0,0,0,NA,0,0,0,FoodDisp,,933 Broad St,Providence,RI,"933 Broad St, Providence, RI",41.7989146,-71.4159749,Elmwood,44007000200,0.25,0,17,17,0,1.132724519
950,Mirabar,Mirabar,0,0,0,0,NA,0,0,0,LiquorBvic,,15 Elbow St,Providence,RI,"15 Elbow St, Providence, RI",41.8183811,-71.4098737,Downtown,44007000600,0.25,0,24,24,0,0
293,MI-RANCHITO,Mi Ranchito,0,0,0,0,NA,0,0,0,LiquorBlim,,1516 Westminster St,Providence,RI,"1516 Westminster St, Providence, RI",41.816035,-71.43452,West End,44007001300,0.25,1,14,15,0.067,1.058122955
586,Mirano-s-Grill-and-Pizza,Mirano Grill & Pizza,0,0,0,0,NA,0,0,0,FoodDisp,,600 Douglas Ave,Providence,RI,"600 Douglas Ave, Providence, RI",41.8463872,-71.4296117,Wanskuck,44007002800,0.25,0,15,15,0,1.224590434
655,Miriam-Hospital-Coffee-Shop,Miriam Hospital Coffee Shop,0,0,0,0,NA,0,0,0,FoodDisp,,164 Summit Ave,Providence,RI,"164 Summit Ave, Providence, RI",41.8523391,-71.3976526,Hope,44007003300,0.25,0,14,14,0,1.536553331
813,Mister-Twister,Mister Twister,0,0,0,0,NA,0,0,0,FrozeDes,,532 Manton Ave,Providence,RI,"532 Manton Ave, Providence, RI",41.8258447,-71.4586693,Manton,44007002000,0.25,0,9,9,0,2.675034848
937,Mi-Sueno,Mi Sueno - CLOSED,0,1,0,1,NA,0,0,0,LiquorBvic,,1070 Broad St,Providence,RI,"1070 Broad St, Providence, RI",41.7962311,-71.4116177,Lower South Providence,44007000500,0.25,1,14,15,0.067,1.164795807
395,Mobil-Mart,Mobil mart,0,0,0,0,NA,0,0,0,FoodDisp,,269 Valley St,Providence,RI,"269 Valley St, Providence, RI",41.8239986,-71.4393044,Olneyville,44007001900,0.25,0,25,25,0,1.329058861
567,Mondoz-Pizzeria,Mondoz Pizzeria,0,0,0,0,NA,0,0,0,FoodDisp,,369 Douglas Ave,Providence,RI,"369 Douglas Ave, Providence, RI",41.840656,-71.4266965,Wanskuck,44007002700,0.25,0,9,9,0,0.82718988
568,Morena-s-Auto-Service,Morena's Auto Service,0,0,0,0,NA,0,0,0,MoVehRep,,156 Hawkins St,Providence,RI,"156 Hawkins St, Providence, RI",41.849644,-71.425209,Wanskuck,44007002700,0.25,1,5,6,0.167,1.203921141
106,Moshassuck-Park-Row-West,Moshassuck Park Row West,1,0,0,0,NA,0,0,0,Parking,,5 Moshassuck Ct,Providence,RI,"5 Moshassuck Ct, Providence, RI",41.8288404,-71.412865,Downtown,44007000800,0.25,3,39,42,0.071,0
569,Mr.-Lemon,Mr Lemon,0,0,0,0,NA,0,0,0,FrozeDes,,32 Hawkins St,Providence,RI,"32 Hawkins St, Providence, RI",41.8466784,-71.4278723,Wanskuck,44007002700,0.25,0,15,15,0,1.151628454
207,Mt-Fuji-Steak-House,Mount Fuji Japanese Steak House,0,0,0,0,NA,0,0,0,LiquorBvic,,80 Dean St,Providence,RI,"80 Dean St, Providence, RI",41.8246142,-71.4250566,Federal Hill,44007000900,0.25,3,34,37,0.081,0.366132499
107,Muldowney-s-Pub,Muldowney's Pub,0,0,0,0,NA,0,0,0,LiquorBvic,,121 Empire St,Providence,RI,"121 Empire St, Providence, RI",41.8218972,-71.4160281,Downtown,44007000800,0.25,6,69,75,0.08,0
108,Murphys,Murphy's Providence,0,0,0,0,NA,0,0,0,LiquorBvic,,100 Fountain St,Providence,RI,"100 Fountain St, Providence, RI",41.8234447,-71.4157198,Downtown,44007000800,0.25,8,82,90,0.089,0
467,MW-Auto-Service,MW Auto Service,0,0,0,0,NA,0,0,0,MoVehRep,,1055 Smith St,Providence,RI,"1055 Smith St, Providence, RI",41.8435607,-71.4467442,Elmhurst,44007002400,0.25,0,6,6,0,2.185744225
208,NARA-HOOKAH-LOUNGE,Nara Lounge,0,0,0,0,NA,0,0,0,LiquorBvic,,248 Atwells Ave,Providence,RI,"248 Atwells Ave, Providence, RI",41.8234428,-71.4262703,Federal Hill,44007000900,0.25,3,39,42,0.071,0.427647263
496,National-&-International-Tire,National & International Tire,1,0,0,0,NA,0,0,0,SecHandStore,,224 Union Ave,Providence,RI,"224 Union Ave, Providence, RI",41.807438,-71.444123,Silver Lake,44007001600,0.25,2,8,10,0.2,1.913482684
739,NAVA,NAVA,0,0,0,0,NA,0,0,0,SundaySale,,197 Wickenden St,Providence,RI,"197 Wickenden St, Providence, RI",41.8192365,-71.3991692,Fox Point,44007003700,0.25,2,21,23,0.087,0.365582375
863,Navarrete-Tire-Shop-&-Repairs,Navarrete Tire Shop & Repairs,1,0,0,0,NA,0,0,0,MoVehRep,,724 Elmwood Ave,Providence,RI,"724 Elmwood Ave, Providence, RI",41.7925181,-71.4229333,Elmwood,44007000200,0.25,0,9,9,0,1.741507094
14,Navarrete-Tire-Shop-and-Repair,Navarrete Tire Shop and Repair,1,0,0,0,NA,0,0,0,MoVehRep,,453 Manton Ave,Providence,RI,"453 Manton Ave, Providence, RI",41.8256922,-71.4550517,Mount Pleasant,44007002102,0.25,0,14,14,0,2.424722682
879,Neighborhood-Variety,Neighborhood Variety,0,0,0,0,NA,0,0,0,FoodDisp,,150 Elmwood Ave,Providence,RI,"150 Elmwood Ave, Providence, RI",41.8089853,-71.424293,Elmwood,44007000300,0.25,0,17,17,0,0.794099632
880,NEW-BATTAMBANG-MARKET,New Battambang Market,0,0,0,0,NA,0,0,0,FoodDisp,,366 Elmwood Ave,Providence,RI,"366 Elmwood Ave, Providence, RI",41.8022934,-71.4257332,Elmwood,44007000300,0.25,0,12,12,0,1.229230413
915,NEW-CHINA,New China,0,0,0,0,NA,0,0,0,FoodDisp,,1331 Broad St,Providence,RI,"1331 Broad St, Providence, RI",41.7903002,-71.4055674,Washington Park,44007000102,0.25,1,18,19,0.053,1.506716088
548,New-England-Lemonade,New England Frozen Lemonade & Refreshments,0,0,0,0,NA,0,0,0,FrozeDes,,280 Douglas Ave,Providence,RI,"280 Douglas Ave, Providence, RI",41.8383997,-71.4250825,Smith Hill,44007002600,0.25,0,23,23,0,0.657132325
